Age_client,Age_car,Driver2,Payment_annual,Client_seniority
66,0,1,1,8.7529089665
76,0,0,0,10.67761807
76,8,0,1,7.0581793292
76,10,0,1,8.2683093771
75,8,0,1,5.3470225873
75,16,0,1,28.016427105000002
75,7,0,0,5.5961670089
70,6,0,1,7.4715947981
69,11,0,1,5.9603011636
69,13,0,1,7.0773442847
74,0,0,1,16.114989733
70,17,0,0,9.607118412
65,11,0,1,6.4804928131
62,5,0,0,17.429158111
56,4,0,1,7.0335386721
55,0,0,0,15.852156057
59,10,0,0,6.7104722793
44,2,0,1,6.9541409993
46,20,0,0,7.819301848
44,13,0,1,5.9219712526
38,10,0,1,5.7002053388
40,13,1,0,7.112936345
50,9,1,0,7.9808350445
53,8,0,1,8.6461327858
55,20,0,1,17.464750171
53,9,1,1,7.9945242984
54,12,0,1,8.8843258042
51,9,0,0,7.9698836413
52,13,0,0,19.879534565
48,0,0,1,12.517453799
50,12,1,1,6.9787816564
46,5,0,0,6.1574264203
44,6,1,0,5.9876796715
46,15,0,0,15.16495551
47,10,0,1,7.8986995209
47,14,0,1,6.7624914442
46,25,1,1,5.9630390144
46,12,1,1,7.5783709788
50,11,0,0,9.4182067077
51,7,0,1,6.9377138946
45,5,0,1,7.7453798768
45,19,0,0,8.2108145106
46,24,0,1,6.173853525
43,9,1,1,7.022587269
43,8,0,0,11.293634497
43,14,0,1,22.806297057
43,14,0,1,8.1149897331
41,14,0,1,6.1081451061
41,11,0,1,7.5455167693
37,7,0,1,8.8843258042
32,0,0,0,8.5831622177
53,8,0,0,6.0095824778
78,0,0,0,14.893908282
62,14,0,1,7.0116358658
79,22,0,1,7.4880219028
80,11,0,1,5.4702258727
70,12,0,0,8.0739219713
71,15,0,1,8.0410677618
82,17,0,1,5.9712525667
73,18,0,1,6.1574264203
63,6,0,1,5.9794661191
68,7,0,1,5.3388090349
63,21,0,1,25.993155373
64,11,0,1,11.09650924
64,11,0,1,19.92881588
63,2,0,1,14.95687885
59,13,0,1,5.4948665298
61,9,0,1,9.0102669405
61,25,0,1,16.963723477
58,9,1,0,5.4647501711
61,9,0,1,7.8658453114
56,10,1,1,8.7611225188
54,6,0,0,6.0944558522
57,6,0,1,5.0047912389
50,4,0,1,6.8008213552
56,10,1,0,16.429842574
51,12,0,0,8.8131416838
53,7,0,1,12.531143053
47,7,1,1,6.9267624914
44,17,1,0,7.4113620808
47,17,0,1,6.6146475017
48,6,0,1,7.5564681725
44,12,0,1,6.2751540041
44,8,0,1,6.3600273785
43,11,0,1,5.0321697467
51,3,0,1,7.8357289528
52,1,0,1,20.005475702
44,5,0,1,7.5126625599
43,16,0,1,6.0150581793
47,7,0,0,7.0417522245
44,7,0,1,11.852156057
46,13,0,1,7.6550308008
45,8,0,1,7.7097878166
37,5,1,1,6.8364134155
48,10,0,1,7.3483915127
44,6,0,0,7.4250513347
47,13,0,0,7.3264887064
44,8,0,0,5.7796030116
42,0,0,1,9.7056810404
44,5,0,1,6.3244353183
63,12,0,1,10.546201232
47,22,0,1,6.1409993155
45,11,0,0,7.8932238193
41,11,0,0,6.5106091718
48,4,0,0,6.5626283368
68,20,0,1,8.0930869268
47,8,0,1,6.5325119781
48,12,0,0,7.4934976044
43,0,0,1,16.336755647
42,9,0,0,6.9733059548
39,0,1,1,23.457905544
39,10,0,0,5.4592744695
38,11,0,1,7.9726214921
47,7,0,1,6.6228610541
41,9,0,1,6.5434633812
38,15,0,1,7.6194387406
42,7,0,1,7.8466803559
45,12,0,0,6.4750171116
45,0,0,1,16.394250513
45,8,0,1,5.916495551
45,0,0,1,8.9363449692
46,9,0,1,9.4948665298
41,8,0,1,5.5359342916
43,17,0,1,14.351813826
41,12,0,1,5.8945927447
43,14,0,0,13.262149213
46,18,0,1,6.4202600958
40,13,0,1,6.2696783025
37,0,0,1,12.892539357
30,5,0,1,7.7864476386
40,8,0,1,6.006844627
51,10,0,0,8.9500342231
34,5,1,1,5.8234086242
37,8,0,1,6.3901437372
39,12,0,1,5.4784394251
42,9,0,0,5.5852156057
41,11,0,1,9.1772758385
41,10,0,1,6.2094455852
39,8,0,1,18.877481177
37,11,0,1,8.5694729636999991
40,8,0,0,6.1848049281
39,12,0,1,7.4770704997
34,8,0,1,13.259411362
59,9,0,0,8.4216290212
41,4,0,0,6.6447638604
40,9,0,1,6.4394250513
40,6,1,0,6.0260095825
44,0,0,1,10.485968515
42,7,0,1,5.6646132786
40,8,0,1,7.9288158795
39,9,0,1,6.4941820671
45,15,0,1,6.4421629021
42,9,0,0,9.9876796715
36,11,0,0,7.4360027379
74,3,0,1,5.5003422313
82,19,0,1,13.872689938
78,0,0,0,15.126625599
71,8,0,1,6.5845311431
73,8,0,0,20.446269678
72,10,0,1,8.6078028747
69,11,1,1,9.620807666
71,8,0,1,7.3100616016
63,13,0,1,6.5023956194
66,0,1,1,27.728952772
63,5,0,1,6.4421629021
64,12,0,0,14.50513347
64,7,0,1,8.4079397673
63,8,0,1,8.0547570157
58,12,0,0,6.4284736482
62,14,0,0,9.4154688569
57,10,0,1,10.584531143
57,8,0,1,7.4770704997
53,11,0,1,20.492813142
52,0,0,0,10.548939083
53,16,0,1,7.7891854894
52,0,0,0,11.715263518
55,12,0,1,6.5954825462
54,12,0,0,7.4551676934
54,16,1,1,17.850787132
52,9,1,1,10.258726899
53,8,1,1,6.1848049281
53,0,0,1,10.617385352
55,7,0,1,7.3155373032
55,15,0,1,6.507871321
54,0,1,1,15.085557837
48,14,0,1,7.5701574264
50,7,1,1,8.3778234086
54,8,0,1,5.6125941136
49,9,1,1,10.918548939
50,10,0,0,7.7700205339
50,0,0,1,18.444900753
53,10,0,0,14.680355921
51,10,0,1,7.9671457906
50,12,0,1,7.9890485969
46,14,0,0,7.9397672827
47,0,0,1,16.353182752
47,6,0,1,7.9014373717
49,13,0,0,5.9685147159
33,16,0,1,5.0403832991
54,14,0,0,6.4777549624
51,0,1,1,17.675564682
46,0,1,1,10.872005476
48,5,0,1,5.7522245038
50,8,0,1,5.826146475
52,9,0,0,6.8309377139
50,0,0,0,14.091718001
51,11,0,0,7.2498288843
45,17,0,1,5.6728268309
43,3,0,0,7.0116358658
39,7,0,1,7.0882956879
36,5,0,1,7.6057494867
46,0,1,0,12.128678987
70,8,0,0,6.0260095825
44,0,0,0,14.110882957
47,21,0,1,7.9808350445
43,18,0,1,5.7522245038
46,12,0,1,6.5681040383
50,3,1,1,16.405201916
34,0,0,0,10.932238193
42,9,0,1,8.0848733744
36,0,0,0,13.615331964
39,12,1,0,5.7549623546
40,13,1,1,11.351129363
53,14,1,1,6.2724161533
50,11,0,1,8.5475701574
44,9,0,1,6.8364134155
43,6,1,0,7.8850102669
44,0,1,1,20.832306639
43,9,1,1,5.4592744695
51,9,0,0,8.1451060917
48,12,0,1,7.8357289528
50,0,0,1,21.894592745
68,6,0,1,7.6824093087
48,10,1,1,7.7262149213
46,0,0,0,9.7796030116
43,12,0,1,7.923340178
35,5,0,1,7.2635181383
48,3,0,1,23.47980835
47,14,0,1,6.6173853525
42,8,0,0,11.630390144
46,0,0,1,8.7529089665
42,9,1,1,9.839835729
39,12,0,1,6.0396988364
40,9,0,1,6.4832306639
44,10,0,1,7.947980835
44,11,0,1,5.4866529774
42,9,0,1,7.6249144422
40,0,0,1,10.617385352
45,13,0,1,7.4743326489
45,8,0,0,14.502395619
39,8,0,1,11.362080767
40,2,0,0,8.7830253251
77,18,0,1,6.6475017112
81,11,0,1,6.5242984257
79,21,0,1,6.0917180014
75,11,0,1,12.8678987
72,16,0,1,6.0561259411
72,0,0,0,19.641341547
79,20,0,1,6.0479123888
59,13,0,0,7.5646817248
48,1,0,0,11.247091034
52,6,1,0,9.916495551
72,7,0,1,15.926078029
69,21,0,1,6.006844627
50,11,0,1,9.4510609172
73,23,0,1,8.0246406571
71,22,1,1,23.425051335
75,0,0,1,20.678986995
70,8,0,1,6.3299110198
67,4,0,1,6.2833675565
67,22,1,1,5.826146475
71,13,0,1,12.440793977
70,1,0,1,9.7467488022
68,9,0,1,7.4195756331
67,0,0,1,23.118412047
72,23,0,1,8.0328542094
66,14,0,1,7.2525667351
33,14,0,0,7.1676933607
67,13,0,1,8.810403833
64,11,0,1,6.4476386037
64,9,0,1,11.646817248
63,0,0,1,19.036276523
63,0,0,1,17.429158111
77,0,0,1,13.275838467
84,0,0,1,10.869267625
79,0,0,1,20.547570157
68,21,0,1,22.250513347
59,9,0,1,12.476386037
44,9,0,0,7.6714579055
34,0,0,1,14.516084873
38,6,0,1,5.4291581108999996
34,7,0,0,7.4907597536
45,6,0,1,5.9137577002
35,9,1,1,7.9014373717
40,10,1,0,7.5044490075
38,4,1,1,9.5249828884
39,2,0,1,5.7604380561
45,11,0,0,5.9794661191
42,12,0,1,5.7002053388
41,9,0,0,7.0718685832
65,3,0,1,6.0807665982
40,7,0,1,6.0041067762
44,11,0,1,7.6878850103
41,6,0,0,7.279945243
40,15,0,1,10.409308693
64,23,0,1,7.4825462012
58,10,0,1,7.2525667351
53,7,0,1,6.4914442163
53,17,0,0,7.5592060233
57,13,0,1,7.1649555099
40,2,0,1,7.8631074606
65,0,0,0,15.049965777
47,10,0,1,6.0561259411
34,6,0,1,7.1457905544
42,18,0,1,6.2067077344
40,18,0,1,8.076659822
40,6,0,1,15.518138261
57,14,0,1,7.6221765914
53,5,0,1,7.5482546201
57,11,0,1,11.093771389
55,18,1,1,5.9767282683
46,16,0,0,8.4544832307
48,7,0,1,11.195071869
43,7,0,0,9.5879534565
46,9,0,1,8.0848733744
42,8,0,0,17.475701574
46,8,0,0,14.715947981
48,16,0,1,8.9117043121
40,6,0,0,5.9274469541
42,9,0,0,5.916495551
45,12,0,1,6.855578371
57,12,1,0,6.1190965092
52,13,0,0,7.6741957563
56,12,0,0,7.7891854894
57,0,0,1,17.253935661
52,1,1,1,8.2080766598
52,3,1,1,5.7522245038
52,0,0,1,10.36550308
52,6,1,0,7.665982204
53,6,0,0,6.9541409993
51,0,1,1,8.7939767283
50,5,0,0,7.8850102669
55,11,0,1,6.1656399726
56,7,0,1,5.3744010951
50,17,1,0,7.189596167
56,16,0,0,5.1800136893
51,5,1,0,7.5893223819
55,0,0,1,22.390143737
56,17,0,1,15.318275154
85,9,0,1,8.8761122519
51,5,1,1,5.0787132101
55,0,0,1,16.008213552
55,14,0,1,10.124572211
51,0,0,1,16.432580424
50,13,0,1,7.3018480493
54,9,0,0,8.4353182752
46,0,0,0,19.211498973
53,2,1,1,21.503080082
51,7,1,1,7.6440793977
48,7,1,1,9.0239561944
52,10,0,1,12.643394935
49,8,0,1,7.3100616016
51,9,0,1,6.250513347
50,11,0,1,16.687200548
54,0,0,1,21.500342231
47,8,0,0,6.083504449
50,5,0,1,7.8603696099
54,19,0,1,9.7823408624
49,17,0,0,11.274469541
48,5,0,0,5.7850787132
50,16,1,0,5.8343600274
51,10,1,1,6.2450376454
48,2,0,1,5.0841889117
52,11,1,1,9.5496235455
50,15,1,0,7.4962354552
49,4,1,1,7.537303217
47,5,0,1,8.0848733744
44,6,0,1,6.6201232033
51,8,0,0,6.5817932923
45,9,0,1,5.325119781
51,9,0,1,7.780971937
45,3,0,1,6.7077344285
45,10,0,0,10.19301848
47,7,0,1,8.7392197125
48,13,0,1,5.4510609172
45,4,0,1,6.0232717317
49,15,0,1,8.8788501027
46,7,0,0,7.9206023272
49,15,0,0,7.4770704997
48,9,0,1,8.0082135524
43,15,0,1,6.8501026694
46,10,0,0,6.5845311431
48,9,0,1,7.5592060233
45,0,0,1,11.947980835
61,25,0,1,5.9466119097
47,5,0,1,5.6783025325
77,22,0,1,6.3956194387
78,0,1,1,13.029431896
74,13,0,1,6.0725530459
78,10,0,1,8.7091033539
79,0,0,0,16.07118412
70,12,0,1,8.0438056126
69,0,0,1,15.206023272
64,13,0,1,5.3388090349
58,9,1,1,20.755646817
54,14,0,1,8.0273785079
51,8,0,0,8.1122518823
71,13,0,1,5.4483230664
63,23,0,0,7.9370294319
62,8,0,0,8.128678987
52,12,1,0,21.273100616
57,3,0,0,21.924709103
48,4,1,0,7.8247775496
49,7,0,1,8.3066392882
44,0,1,0,9.1608487337
43,7,0,0,8.553045859
46,9,0,1,7.4606433949
75,20,0,1,15.184120465
78,11,0,1,5.5058179329
73,9,0,1,10.464065708
72,10,0,1,8.052019165
68,15,0,1,7.9425051335
71,22,1,1,7.1184120465
67,13,0,1,7.7535934292
65,8,0,1,7.0937713895
64,8,0,1,7.0937713895
74,18,0,1,5.5578370979
65,13,0,1,7.318275154
73,11,0,1,5.5633127995
61,9,0,1,10.965092402
62,6,0,0,5.6153319644
58,4,0,0,7.2032854209
58,8,0,1,8.8952772074
57,11,1,0,6.3874058864
59,3,0,1,5.2594113621
58,8,0,1,8.1423682409
50,8,0,0,6.6940451745
50,5,0,1,5.8097193703
50,1,0,1,7.7973990418
46,5,0,1,5.7549623546
47,3,0,0,7.6112251882
45,13,0,1,8.0958247775
37,9,0,1,6.1656399726
43,9,0,1,6.4394250513
45,10,0,1,7.6413415469
37,10,0,0,8.4216290212
40,7,0,1,7.318275154
34,10,0,1,7.227926078
82,7,0,1,5.0266940452
69,0,0,0,15.893223819
70,18,0,1,13.664613279
50,11,0,1,6.083504449
51,9,1,1,6.0807665982
73,22,0,1,7.5701574264
68,0,0,1,27.364818617
68,10,0,1,6.0780287474
64,5,0,1,6.803559206
65,9,0,1,6.9952087611
63,13,0,1,7.4332648871
61,11,0,1,8.733744011
55,9,0,0,6.1519507187
43,8,0,0,16.268309377
45,10,0,1,13.18275154
43,12,0,1,5.659137577
42,5,0,1,7.9069130732
76,7,0,1,7.4195756331
74,11,0,1,7.3155373032
71,9,0,1,5.7659137577
74,16,0,0,6.4093086927
66,14,0,1,7.2525667351
77,0,0,0,13.442847365
79,0,0,1,13.894592745
78,18,0,1,8.0109514031
64,0,0,1,13.568788501
42,0,0,1,16.008213552
76,11,0,1,6.7077344285
67,7,0,1,6.9075975359
77,18,0,1,6.417522245
63,8,0,0,6.9733059548
62,3,0,0,8.1533196441
60,14,0,1,7.3456536619
57,2,0,1,5.9876796715
51,10,0,0,13.415468857
55,10,0,1,7.5455167693
55,4,0,1,6.8802190281
53,14,0,1,14.12183436
48,4,0,1,7.2032854209
47,8,0,0,9.5030800821
33,6,0,0,7.5619438741
61,13,0,1,6.6119096509
40,2,0,1,11.09650924
32,8,0,1,5.787816564
85,9,0,1,8.0848733744
82,10,0,0,7.1293634497
85,14,0,1,6.1136208077
85,0,0,1,21.921971253
85,0,0,1,22.6091718
84,8,0,1,6.8473648186
84,15,0,1,13.861738535
75,0,0,0,14.584531143
85,8,0,1,6.2833675565
78,0,1,1,14.529774127
80,21,0,1,7.5345653662
80,19,1,0,6.1081451061
76,7,0,1,14.392881588
85,16,0,0,8.0574948665
82,10,1,1,9.0047912389
85,11,0,1,8.2546201232
74,5,0,1,6.1711156742
79,13,1,1,5.4948665298
85,11,0,1,6.8774811773
82,0,0,1,15.545516769
78,9,0,1,7.3456536619
78,0,1,0,12.928131417
80,0,0,1,17.193702943
84,22,0,1,16.125941136
72,7,0,1,16.309377139
73,0,0,0,15.61670089
72,0,0,1,13.11430527
80,4,0,1,17.667351129
76,0,0,1,16.257357974
63,8,0,1,8.0930869268
73,13,0,1,5.8863791923
71,6,0,1,7.0882956879
71,11,0,0,8.6652977413
71,12,0,0,5.9986310746
71,19,0,0,7.3538672142
65,6,1,1,17.927446954
66,10,0,1,9.9986310746
63,12,0,1,7.5592060233
64,7,0,1,9.2375085558
67,12,0,1,7.8384668036
68,6,0,1,8.7255304586
66,11,0,1,15.085557837
65,8,0,0,5.5852156057
64,7,0,0,6.4421629021
64,13,0,1,21.503080082
56,3,1,1,7.0581793292
57,4,0,0,7.3237508556
58,6,0,1,5.8425735797
62,11,0,1,8.0985626283
56,11,0,0,9.1991786448
29,11,1,0,7.6413415469
36,12,0,0,13.571526352
53,8,0,0,8.3367556468
71,11,0,1,6.7926078029
64,0,0,1,16.676249144
58,4,0,1,7.0636550308
61,22,0,0,7.1649555099
61,12,0,1,16.76659822
60,19,0,1,5.0458590007
53,0,0,0,16.977412731
53,7,0,1,7.8028747433
61,19,1,1,7.0362765229
51,12,1,1,8.205338809
50,11,1,0,6.4859685147
39,7,0,0,5.9247091034
44,8,0,1,7.961670089
82,24,0,0,7.7453798768
85,11,0,1,31.600273785
81,8,0,1,9.3497604381
77,6,0,1,15.219712526
82,19,0,0,17.25119781
73,0,1,0,11.416837782
76,11,0,1,6.2450376454
85,0,0,1,15.759069131
83,0,0,1,11.422313484
80,7,0,1,8.8596851472
79,4,0,1,6.6529774127
84,0,0,1,15.414099932
78,0,0,1,17.722108145
65,0,0,1,17.620807666
84,0,0,1,20.624229979
85,0,0,1,16.793976728
75,9,0,1,24.643394935
84,5,0,1,6.173853525
74,0,0,1,10.603696099
83,8,0,1,6.2258726899
78,19,0,1,17.749486653
79,8,0,1,15.608487337
76,18,1,1,8.3942505133
78,0,0,0,16.670773443
75,12,0,1,5.8891170431
70,9,0,1,7.2443531828
75,9,0,1,6.2778918549
70,5,0,1,18.088980151
69,10,0,0,11.939767283
70,22,0,1,7.7289527721
75,0,0,0,19.507186858
76,11,0,1,6.1437371663
72,18,0,1,7.6331279945
70,13,0,0,7.4934976044
68,6,0,1,14.110882957
71,0,0,1,12.320328542
81,0,0,1,16.755646817
65,6,0,1,8.4517453799
67,0,0,1,14.737850787
69,9,0,1,7.5126625599
63,3,0,1,6.4284736482
67,0,0,0,16.599589322
65,23,0,1,9.1745379877
67,13,0,1,8.257357974
61,0,0,0,16.440793977
58,6,0,0,21.486652977
62,16,0,1,7.2197125257
59,10,0,0,11.446954141
62,7,0,0,6.0725530459
59,10,1,0,5.7686516085
61,7,0,1,7.2498288843
58,0,0,1,8.8514715948
59,16,0,1,8.4188911704
62,1,0,1,6.2094455852
60,12,1,1,5.9466119097
56,3,0,1,15.674195756
53,7,0,1,7.5126625599
55,9,0,1,6.302532512
52,8,0,1,8.7556468172
69,10,0,0,13.056810404
69,13,0,1,5.5195071869
75,0,0,1,21.848049281
65,14,0,1,6.3134839151
64,10,0,1,7.1594798084
62,11,0,1,11.134839151
64,12,1,1,5.9411362081
60,21,0,1,7.6331279945
62,22,1,1,11.211498973
62,0,0,1,25.089664613
57,4,0,1,20.503764545
58,0,1,0,9.607118412
60,3,1,0,9.4674880219
51,5,1,0,6.6310746064
57,0,1,1,16.254620123
51,13,0,0,14.948665298
46,0,0,0,8.720054757
49,9,0,0,14.907597536
44,6,0,0,9.2046543463
44,0,0,1,11.909650924
49,14,0,0,7.2306639288
45,4,0,1,7.7590691307
44,9,0,0,7.819301848
82,9,0,0,7.5728952772
82,6,0,1,9.8973305955
85,11,0,1,7.6194387406
82,6,0,1,5.1197809719
79,0,0,1,15.846680356
81,9,1,1,6.1382614648
84,23,0,1,6.0889801506
84,16,0,1,7.8932238193
78,0,0,0,8.8021902806
62,0,0,1,11.457905544
74,0,0,1,17.04312115
78,4,0,1,5.8343600274
76,0,0,1,17.174537988
74,4,0,0,6.0725530459
73,20,0,1,16.131416838
76,0,0,1,22.803559206
76,20,1,1,19.008898015
79,8,0,1,7.1266255989
79,11,1,1,7.6249144422
75,12,0,1,9.5660506502
78,5,0,1,9.0869267625
74,12,0,0,7.1101984942
76,0,0,1,20.758384668
76,8,0,1,15.690622861
75,0,1,1,11.942505133
73,17,0,1,8.2518822724
77,22,0,1,7.9342915811
72,9,0,1,11.726214921
74,11,0,1,11.515400411
72,10,0,1,6.0205338809
69,12,0,1,7.8466803559
71,0,0,0,9.3661875428
72,14,0,0,17.503080082
68,0,0,1,11.463381246
67,9,0,1,18.524298426
64,0,0,1,13.853524983
65,0,1,1,11.802874743
64,0,0,1,11.715263518
75,12,0,1,10.710472279
66,12,0,1,12.657084189
63,6,0,1,6.5845311431
63,4,0,1,7.4551676934
66,11,0,0,9.7221081451
52,7,0,0,10.061601643
63,9,0,1,5.0568104038
64,10,1,1,8.2272416153
58,0,0,1,20.772073922
58,10,0,1,10.88843258
58,2,1,0,5.6317590691
59,10,1,1,11.613963039
54,4,0,0,7.8767967146
61,6,0,1,11.323750856
58,14,0,1,9.6262833676
58,6,0,0,17.579739904
55,0,1,1,9.0841889117
50,6,0,1,6.674880219
54,4,0,1,6.0013689254000004
54,11,0,1,6.6913073238
54,5,0,1,8.7282683094
49,23,0,1,11.247091034
53,15,0,1,6.8364134155
47,6,1,0,7.266255989
45,17,0,1,16
68,8,0,1,6.9623545517
67,8,1,1,7.3921971253
69,14,0,1,8.4380561259
69,8,0,1,5.659137577
65,0,0,0,10.598220397
67,0,0,0,15.008898015
62,0,0,1,11.441478439
62,9,1,0,7.8357289528
60,4,0,0,7.5208761123
60,0,0,0,20.925393566
73,0,0,1,9.6919917864
63,2,0,1,14.450376454
55,4,0,1,15.586584531
59,13,0,1,5.7850787132
55,12,1,1,6.7515400411
55,9,0,0,6.8364134155
52,6,0,0,17.130732375
52,7,1,1,5.8316221766
51,0,0,0,9.7987679671
50,11,0,0,10.943189596
53,3,0,1,22.15742642
54,23,0,1,8.1533196441
47,12,1,0,7.1321013005
45,1,0,0,10.422997947
68,0,0,1,20.566735113
60,10,0,0,8.9144421629
62,14,1,1,8.180698152
61,0,1,0,15.597535934
61,5,0,1,7.2772073922
62,0,0,1,11.786447639
54,21,1,1,6.9158110883
50,0,0,1,22.466803559
52,0,1,0,15.709787817
46,8,0,1,5.9466119097
49,0,1,1,14.184804928
43,1,0,1,5.8836413415
45,12,0,0,5.659137577
36,6,0,0,8.0985626283
36,11,0,0,15.775496235
85,0,0,1,12.128678987
77,0,0,1,21.820670773
80,11,0,1,8.0574948665
66,11,0,1,22.918548939
78,0,0,1,8.8076659822
83,10,0,1,7.794661191
85,0,0,0,15.091033539
79,0,0,1,16.594113621
75,14,0,0,7.4496919918
85,12,0,1,10.67761807
69,0,0,1,14.95687885
85,0,0,1,14.373716632
81,15,0,0,7.5455167693
80,0,0,1,21.557837098
74,12,0,1,16.459958932
76,8,0,1,7.099247091
69,4,0,1,7.241615332
76,0,0,1,16.533880903
75,8,0,1,5.2676249144
67,7,0,0,7.9753593429
74,12,0,1,7.4004106776
73,5,0,1,19.000684463
77,0,0,1,22.075290897
71,9,0,1,7.8056125941
68,10,0,1,6.9377138946
69,10,0,1,7.7015742642
70,4,0,0,6.0561259411
70,0,0,1,9.9575633128
69,0,0,1,11.219712526
73,15,0,1,16.982888433
72,19,0,1,7.5181382615
68,0,0,1,13.746748802
63,7,0,1,8.5694729636999991
67,6,0,1,6.1629021218
71,5,0,1,8.4955509925
65,2,0,1,5.7741273101
68,9,0,1,5.3305954825
65,4,0,1,9.1800136893
70,7,0,1,5.6043805613
71,0,0,0,15.175906913
65,4,0,1,7.4332648871
74,11,0,0,5.0321697467
65,0,0,1,19.260780287
68,15,0,1,20.837782341
65,0,0,1,16.1724846
63,6,0,1,6.6036960986
63,0,1,1,9.5660506502
66,13,1,1,6.8199863107
65,0,0,0,13.853524983
65,6,0,1,5.8480492813
62,8,0,1,10.902121834
61,0,0,1,9.8726899384
63,7,0,1,5.9520876112
64,0,0,1,15.126625599
61,0,0,1,10.694045175
66,0,1,1,12.090349076
63,10,0,1,10.951403149
61,24,0,1,9.067761807
59,3,0,1,5.1772758385
60,15,0,1,5.954825462
66,0,0,1,14.020533881
62,0,1,0,15.085557837
59,9,1,0,14.792607803
63,14,0,0,13.563312799
60,15,0,1,20.585900068
58,20,1,1,7.1704312115
63,11,0,1,8.334017796
61,11,1,1,7.5017111567
58,0,0,1,13.377138946
62,10,0,0,7.2443531828
59,0,0,1,15.518138261
60,16,0,0,7.5975359343
55,7,0,1,11.02532512
59,10,0,1,10.332648871
55,0,1,0,12.550308008
60,14,0,1,5.4455852156
57,9,0,1,22.165639973
51,5,1,1,5.8535249829
57,6,0,0,7.537303217
57,3,0,1,7.7700205339
55,7,1,1,8.0438056126
60,11,0,1,11.178644764
61,3,0,0,7.8083504449
58,7,0,1,7.8138261465
59,8,0,1,6.9377138946
55,0,0,1,8.8761122519
60,5,1,1,21.25119781
60,16,0,0,7.5592060233
58,9,0,1,6.4038329911
55,12,1,1,9.2156057495
57,9,1,1,8.076659822
54,15,0,1,7.8685831622
55,15,0,1,5.2785763176
52,9,1,0,7.9589322382
54,7,0,0,6.0424366872
56,0,0,1,9.6700889802
55,4,1,1,6.5379876797
58,12,1,1,6.0533880903
56,12,0,1,18.450376454
53,4,0,0,6.392881588
53,5,1,0,6.4531143053
53,0,0,0,10.088980151
52,0,0,1,20.547570157
56,11,1,0,8.8733744011
55,13,0,1,6.1081451061
72,14,0,0,16.429842574
71,11,0,0,8.643394935
66,15,1,1,6.5708418891000004
70,10,1,0,7.241615332
73,13,0,1,7.1676933607
70,10,0,0,8.4134154689
63,0,1,1,9.4264202601
68,16,1,0,7.0554414784
65,12,0,1,8.0602327173
64,7,0,1,7.4332648871
62,9,0,1,9.5468856947
64,14,0,1,8.3148528405
66,11,1,1,5.8590006845
62,6,0,1,23.230663929
62,22,0,1,5.9438740589
62,1,0,1,9.1225188227
59,0,0,1,21.900068446
63,7,0,1,5.9657768652
63,18,0,1,16.55578371
62,9,0,1,7.7508555784
62,14,0,0,7.1841204654
56,16,1,1,5.4866529774
65,11,0,0,10.74880219
60,1,0,1,6.1546885695
55,7,0,0,10.009582478
59,5,0,1,5.6700889802
56,0,0,1,9.0047912389
56,7,1,1,5.9986310746
58,6,0,0,11.126625599
53,0,0,0,8.59137577
57,8,0,0,6.8008213552
53,0,0,1,12.249144422
52,0,0,0,15.51266256
52,14,1,0,7.5728952772
51,13,0,1,8.5119780972
55,10,0,0,8.2546201232
51,7,0,0,7.704312115
45,7,0,1,7.4715947981
47,0,0,1,9.0485968515
45,14,0,0,8.7748117728
48,19,0,1,5.9082819986
66,7,0,1,6.083504449
65,16,0,1,7.6194387406
63,6,0,1,5.5195071869
64,12,1,0,7.6960985626
63,7,1,1,7.7754962355
67,14,1,1,18.439425051
65,16,1,1,5.839835729
61,3,0,1,6.0643394935
67,0,0,1,15.471594798
59,0,0,1,18.439425051
63,9,1,0,7.5290896646
58,0,0,1,17.900068446
61,10,0,1,5.1854893908
58,10,0,0,10.773442847
58,16,1,1,7.5345653662
58,0,0,0,11.425051335
52,10,1,0,6.5954825462
52,4,1,0,6.9979466119
50,8,1,0,7.4606433949
49,7,1,0,7.6221765914
55,14,0,0,6.8665297741
51,22,1,1,7.7262149213
85,23,0,1,17.744010951
81,0,0,1,17.765913758
85,8,0,1,7.5482546201
82,6,0,1,6.4284736482
77,0,0,1,12.235455168
81,5,1,1,10.978781656
85,0,0,1,23.559206023
85,16,0,1,6.0561259411
85,0,1,1,19.715263518
82,5,0,1,20.752908966
73,3,0,1,5.5277207392
85,0,0,1,18.633812457
78,8,0,1,8.8733744011
82,6,0,1,17.516769336
85,18,0,1,16.251882272
78,14,0,1,5.87816564
72,15,0,0,7.9726214921
77,0,0,1,12.186173854
76,0,0,0,15.485284052
82,13,0,1,5.8863791923
76,16,0,1,5.4182067077
76,26,0,1,7.6167008898
76,12,1,1,17.672826831
77,22,0,0,6.1273100616
78,13,0,1,11.802874743
73,0,0,1,20.120465435
85,12,0,1,7.0088980151
80,12,0,0,5.8891170431
74,15,0,0,6.4284736482
73,3,0,1,6.0780287474
72,14,1,0,7.9945242984
70,0,0,1,12.205338809
69,12,0,1,10.877481177
69,0,0,1,22.228610541
72,16,0,1,7.0554414784
85,12,0,0,11.09650924
70,19,0,1,7.7015742642
70,10,0,1,8.0821355236
68,0,0,1,13.648186174
68,14,0,1,8.2710472279
64,4,0,1,6.2861054073
63,11,0,1,8.0958247775
66,7,0,1,5.7467488022
66,0,0,1,10.409308693
66,0,0,1,17.943874059
63,11,0,1,5.954825462
